title,excerpt,start_date,views,answers,votes,url
Possible to change OpenGL texture name?,"
            I'm working with the Rendering Plugin sample for Unity.

Unity calls into the plugin and hands it a texture pointer, which is an OpenGL texture name (SetTextureFromUnity function for reference). I ...
        ",2014-12-12 17:15:54Z,152,1,3,https://stackoverflow.com/questions/27448730/possible-to-change-opengl-texture-name
How to get rid of lines on terrain in Unity3d?,"
            I making a car game with unity3d. When I played the game on pc, no problem. But when I played it on my android device, screen looks like this photo. 
How to remove these lines on terrain?
        ",2014-12-12 12:54:00Z,205,1,3,https://stackoverflow.com/questions/27444110/how-to-get-rid-of-lines-on-terrain-in-unity3d
Add shared listener for TraceSources without config file,"
            I want to reroute logging from System.Net to NLog:

<?xml version=""1.0"" encoding=""utf-8"" ?>
<configuration>
  <system.diagnostics>
    <sources>
      <source name=""System....
        ",2014-12-08 23:02:40Z,254,0,3,https://stackoverflow.com/questions/27368622/add-shared-listener-for-tracesources-without-config-file
Unity Custom window with side by side tabs,"
            I am creating a custom window editor in unity, and I can't get multiple tabs to load side by side when I click on the menu item.

This is what I have gotten so far:
This is how I would like it to ...
        ",2014-11-20 00:44:57Z,"1,780",1,3,https://stackoverflow.com/questions/27029803/unity-custom-window-with-side-by-side-tabs
Check if camera if facing a specific direction,"
            I'm working to let a character push objects around. The problem is that as soon as he touches an object he starts moving it, even when the touch was accidental and the character isn't facing the ...
        ",2014-11-14 01:32:52Z,336,2,3,https://stackoverflow.com/questions/26921548/check-if-camera-if-facing-a-specific-direction
Sensor Fusion of Accelerometer and Gyroscope in Unity 3D,"
            I am trying to use the phone as a gun aiming with the gyroscope. I calibrate with the phone or tablet in a certain orientation. This will shoot straight. Then depending on the direction the phone is ...
        ",2014-11-07 05:32:04Z,"1,196",1,3,https://stackoverflow.com/questions/26794727/sensor-fusion-of-accelerometer-and-gyroscope-in-unity-3d
Webview orientation/rotation issue with Facebook Unity SDK,"
            The Facebook Unity SDK webview login is stuck in portrait mode, even though my game is in landscape.
All the code is in a native library and I don't have access to change it.

The issue seems to be ...
        ",2014-10-28 19:34:52Z,597,1,3,https://stackoverflow.com/questions/26616997/webview-orientation-rotation-issue-with-facebook-unity-sdk
Variable continuously add up in Update(),"
            I'm a newbie.

I'm having a really odd problem here, the filed I defined just continuously add up in Update() function.

This is my code:

using UnityEngine;
using System.Collections;

public class ...
        ",2014-10-13 00:56:24Z,50,1,3,https://stackoverflow.com/questions/26331569/variable-continuously-add-up-in-update
Correct usage of FB.Logout in Facebook Unity3D SDK,"
            I'm currently working on some lightweight code to correctly wrap usage of the Facebook Unity SDK for some client applications, and I've run into a minor problem, wherein the Facebook Unity SDK docs ...
        ",2014-09-29 21:28:21Z,843,1,3,https://stackoverflow.com/questions/26109225/correct-usage-of-fb-logout-in-facebook-unity3d-sdk
iOS 8: Game Stuck on Loading Screen,"
            I created a game in Unity that work fine on iOS 7 and prior version. After updating to iOS 8 on my device my game stuck on loading screen and I receive the following log at console.

 <Error>: ...
        ",2014-09-25 05:40:09Z,344,1,3,https://stackoverflow.com/questions/26031370/ios-8-game-stuck-on-loading-screen
unity - how to make a sprite fade-in gradually from one side to another,"
            As above, on Unity, how to make a 2D sprite fade in (gradually increasing alpha) from one side (e.g. top) to another (e.g. bottom)?
        ",2014-09-18 08:13:10Z,"1,366",0,3,https://stackoverflow.com/questions/25907486/unity-how-to-make-a-sprite-fade-in-gradually-from-one-side-to-another
Android 50mb limit hosting a unity view,"
            My app is not totally made with unity, unity3D is just a part of it that runs in a subview.

The app is 90Mb in total. I see 2 solutions to the 50Mb problem :
ask unity to generate the split for me. ...
        ",2014-09-16 07:29:52Z,381,1,3,https://stackoverflow.com/questions/25862985/android-50mb-limit-hosting-a-unity-view
ios Unity 3d integration into native ios code,"
            I have a native iOS code which is created in Xcode 5.1, Also I have one sample unity 3d ios project code.
I want to merge or integrate unity 3d ios code into my native ios code. How can I do that the ...
        ",2014-09-15 08:42:57Z,326,2,3,https://stackoverflow.com/questions/25843987/ios-unity-3d-integration-into-native-ios-code
Facebook for Android SSL: Trust anchor for certification path not found,"
            My app is having trouble connecting to Facebook in Android.  I can connect properly on iOS, but under certain circumstances on Android, I see this error in Logcat:

javax.net.ssl.SSLHandshakeException:...
        ",2014-09-12 16:48:29Z,618,0,3,https://stackoverflow.com/questions/25813087/facebook-for-android-ssl-trust-anchor-for-certification-path-not-found
Android build freezes on attaching unity3D profiler,"
            My android game freezes when I attack the unity profiler to it. I'm using unity version 4.5.3 on OSX 10.9.4 to an instance of my game running on an android N7 running android 4.2.1. Unity is building ...
        ",2014-09-05 14:17:20Z,716,1,3,https://stackoverflow.com/questions/25687985/android-build-freezes-on-attaching-unity3d-profiler
Unity3d: CharacterController doesn't stay grounded; impossible to continuously play footsteps sound effect,"
            I need to check when my character is grounded so that i wouldn't continue to play the walk sound when he falls off something (or jumps in the air). 

This is the code that takes care of the jumping, ...
        ",2014-08-23 10:48:35Z,"3,084",2,3,https://stackoverflow.com/questions/25461105/unity3d-charactercontroller-doesnt-stay-grounded-impossible-to-continuously-p
Changing NGUI UILabel vertical linespacing,"
            Im using a .ttf font in an NGUI UILabel, and am having some weird issues with the line spacing of the font.  

If I use the font in 'microsoft paint', I get no vertical line spacing issues whatsoever.....
        ",2014-08-14 19:32:09Z,834,1,3,https://stackoverflow.com/questions/25316166/changing-ngui-uilabel-vertical-linespacing
Show Custom Leaderboard UI,"
            I have managed to display the default Google Play Services leaderboard in Unity3D. 

Is there a way to display a custom UI for the leaderboard in Unity3D? If yes, how?
        ",2014-07-22 05:07:57Z,"1,708",1,3,https://stackoverflow.com/questions/24879342/show-custom-leaderboard-ui
Make a facebook achievement visible in timeline,"
            I can successfully publish a Facebook Achievement, but it only apears on my activity log.
There I  have the option to change its visibility from ""Allowed on timeline"" to ""Shown on timeline"" or ""Hidden ...
        ",2014-07-17 20:47:04Z,565,1,3,https://stackoverflow.com/questions/24813243/make-a-facebook-achievement-visible-in-timeline
Google Play Services Create Turn-based Multiplayer Match Issue,"
            Issue  

I am having issues with creating a turn-based multiplayer match using google play services in unity3D.
PlayGamesPlatform.Activate() successfully initializes the PlayGamesPlatform. However, ...
        ",2014-06-25 12:08:09Z,"1,009",1,3,https://stackoverflow.com/questions/24408266/google-play-services-create-turn-based-multiplayer-match-issue
Not able to translate gameObject when Animation is already added to it using Animator in Unity2D Sprite,"
            I am able to translate the gameObject from one point to other by the OnMouseDrag() Event have no problem in doing that. But when i have added Animation to the GameObject Using the Animator Im not able ...
        ",2014-06-25 11:28:16Z,499,1,3,https://stackoverflow.com/questions/24407427/not-able-to-translate-gameobject-when-animation-is-already-added-to-it-using-ani
the user is not allowed to see the application as per developer set configuration in Korea?,"
            the user is not allowed to see the application as per developer set configuration. We get this error when our UNITY 3D application for iPhone opens facebook page in safari to log in via facebook.

It ...
        ",2014-06-04 12:46:54Z,747,1,3,https://stackoverflow.com/questions/24037872/the-user-is-not-allowed-to-see-the-application-as-per-developer-set-configuratio
GameObjects vibrate when in contact with terrain.,"
            First I would rather know why this is happening then get a fix. Knowing will allow me to learn while cut and paste code won't. (An alternative fix would be very nice and I thank you but this baffles ...
        ",2014-05-31 00:37:48Z,661,2,3,https://stackoverflow.com/questions/23965282/gameobjects-vibrate-when-in-contact-with-terrain
