title,excerpt,start_date,votes,status,url
Physically Correct Light Falloff (Inverse Square Law),Light in the real world fades over distance accordingly to the inverse square law (the same way sound does). https://en.wikipedia.or... ,"Jul 06, 2016",36,,https://feedback.unity3d.com/suggestions/physically-correct-light-falloff-inverse-square-law
"An option to stop updating the shadow map, and keep last rendered shadow...",This will enable optimizing dynamic lighting overheads for scenes that don't keep changing a lot. Just expose a boolean (updating sh... ,"Mar 12, 2016",36,,https://feedback.unity3d.com/suggestions/an-option-to-stop-updating-the-shadow-map-and-keep-last-rendered-shadow-map
GameObject Created Callback,This request is for a static event that is raised when a game object is created. The delegate may look something like delegate void ... ,"Feb 19, 2016",36,,https://feedback.unity3d.com/suggestions/gameobject-created-callback
"Add the ability to change NetworkMatch's name, attributes, and password ...","Please include the ability to change the parameters of a lobby like the name, attributes, and password after creation. Without this ... ","Feb 17, 2016",36,,https://feedback.unity3d.com/suggestions/add-the-ability-to-change-networkmatchs-name-attributes-and-password-after-creation
NEED APPLE WATCH SUPPORT FOR UNITY 5.X,"Please fix the apple watch device can't run the problem!!! 
At present, only the apple watch simulator can run normally。 ","Jul 04, 2015",36,,https://feedback.unity3d.com/suggestions/need-apple-watch-support-for-unity-5-dot-x-1
Export compiled scripts for asset bundles as plugin (custom assembly),"The editor allows you to export (scene) assets as an asset bundle, but any references to scripts are lost when the bundle is loaded ... ","Jun 22, 2015",36,,https://feedback.unity3d.com/suggestions/export-compiled-scripts-for-asset-bundles-as-plugin-custom-assembly
Enable item Sorting after search - Asset Store,"There's something that would be quite useful for the Asset Store navigation, and that is including ""Asset sorting"" in the Search res... ","Mar 27, 2015",36,Completed,https://feedback.unity3d.com/suggestions/enable-item-sorting-after-search-asset-store
Can we have the option to set UV1 slot or UV2 slot for each texture on t...,"I've posted this on another forum, but have been advised to do it here. It would be great to have the option of setting the UV slot ... ","Jan 06, 2015",36,,https://feedback.unity3d.com/suggestions/can-we-have-the-option-to-set-uv1-slot-or-uv2-slot-for-each-texture-on-the-new-new-standard-shader
Polygon renderer 2D,"Option,to draw 2D polygon with option edit mesh (like collider). ","Nov 26, 2014",36,,https://feedback.unity3d.com/suggestions/polygon-renderer-2d
LuaJit Support,"This is a huge request - replace Mono with LuaJit.

LuaJit is a very fast Lua interpreter based on a JIT compiler. It has a lot of... ","Nov 14, 2012",36,Declined,https://feedback.unity3d.com/suggestions/luajit-support
Simulate different DPIs in editor,"Since we seem to be heading for an all-Retina display future, the Screen.dpi property is only going to become more and more useful. ... ","Jul 17, 2012",36,,https://feedback.unity3d.com/suggestions/simulate-different-dpis-in-edito
"Stop calling Unityscript ""Javascript"" in the editor and official docs","UnityScript has significant differences from Javascript, to the point where most Javascript tutorials are unusable and there are mul... ","May 03, 2012",36,,https://feedback.unity3d.com/suggestions/stop-calling-unityscript-javas
Improve Refactoring/BI support,"Please improve the refactoring support for Unity, esp. when dealing with behaviors implemented in assemblies. Further improved binar... ","Mar 27, 2012",36,,https://feedback.unity3d.com/suggestions/improve-refactoringbi-support
Android Splash,"Currently the Android splash screen is shared with iOS HVGA, and there is only one option for the splash size.

First, while we supp... ","Aug 15, 2011",36,,https://feedback.unity3d.com/suggestions/android-splash
Save Android Publishing Settings,"Currently the publishing settings are not saved for Android (due to security reasons), which means that you have to fill in the pass... ","Aug 15, 2011",36,,https://feedback.unity3d.com/suggestions/save-android-publishing-settings
Standard limited write access as Flash & Silverlight,"At the time Unity is lacking reasonable write access on the webplayer.
2.6 added some halfway usable cache but that one does not re... ","Oct 20, 2010",36,Declined,https://feedback.unity3d.com/suggestions/standard-limited-write-access-as
Scripting: OnDestroy() Event,I needed this event really often. Is there a reason why it isnt there? ,"Jan 17, 2010",36,Completed,https://feedback.unity3d.com/suggestions/scripting-ondestroy-event
Improved Build Size In Indie,I think this is something really bad to no include in the Indie iPhone application.  This is not just excluding a feature but making... ,"Apr 30, 2009",36,,https://feedback.unity3d.com/suggestions/improved-build-size-in-indie
Scripting: extend PlayerPrefs to save/load arrays,"There are a lot of situations where saving an array in playerprefs would be really useful (high score lists, etc.). ","Apr 17, 2009",36,,https://feedback.unity3d.com/suggestions/scripting-extend-playerprefs-to
Make switching between exclusive fullscreen and borderless fullscreen in...,You can only make a build with either exclusive fullscreen available or with borderless fullscreen available. Many people have diffe... ,"Mar 24, 2017",35,Under review,https://feedback.unity3d.com/suggestions/make-switching-between-exclusive-fullscreen-and-borderless-fullscreen-in-game-possible
Access to the Particle System lifecycle events,"It would be really helpful to have Particle System events we can listen to, specially regarding the birth and death of each particle... ","Dec 11, 2016",35,,https://feedback.unity3d.com/suggestions/access-to-the-particle-system-lifecycle-events
New gatagorie for Level 11?,"About a week ago some (or all) PLUS Users had access to Level 11 for a while. So did I, I purchased one Asset at the discounted pric... ","Dec 04, 2016",35,,https://feedback.unity3d.com/suggestions/new-gatagorie-for-level-11
Ai creator and designer,"I think there should be an Ai created tool, and an easy to use designer for the Ai and character in 3Rd person and such. ","Apr 19, 2016",35,,https://feedback.unity3d.com/suggestions/ai-creator-and-designer
Include Pixar's USD mesh interchange format,"The current main import mesh type is FBX which is a stale, closed standard.

Implementing another format like Pixar's USD (http://... ","Feb 10, 2016",35,,https://feedback.unity3d.com/suggestions/include-pixars-usd-mesh-interchange-format
Android: Check keystore and passwords at the beginning of building,"When building on Android, keystore and passwords are necessary for a build to succeed.  It may happen that the passwords of the keys... ","Feb 04, 2016",35,,https://feedback.unity3d.com/suggestions/android-check-keystore-and-passwords-at-the-beginning-of-building
Tracking out-of-client events (server-side),"Most of our game logic is running inside our game server (built on top of the Photon server, mostly a C# code base) and not in the U... ","Sep 30, 2015",35,,https://feedback.unity3d.com/suggestions/tracking-out-of-client-events-server-side
PreProcessBuildAttribute,"We have a PostProcessBuildAttribute I would like there to be a PreProcessBuildAttribute.

This way I can easily modify folders on ... ","Jul 22, 2015",35,,https://feedback.unity3d.com/suggestions/preprocessbuildattribute
Allow button event to have Color argument.,"Currently available arguments are Int, Float, String, Bool and Object. Can you please add Color to these ones? ","Apr 07, 2015",35,,https://feedback.unity3d.com/suggestions/allow-button-event-to-have-color-argument
Use Sprite Packer to pack into the Resources Folder,"Since targeting different resolution hardware, we are loading our textures at runtime, depending on the device. Since the Sprite Pac... ","Dec 05, 2014",35,,https://feedback.unity3d.com/suggestions/use-sprite-packer-to-pack-into-the-resources-folder
[Unity 4.6] UI buttons can have non-rectangular shapes,"Currently, all buttons need to be rectangular. I would like other shapes of buttons (circles, diamonds, hexagons, etc.) I've heard r... ","Nov 18, 2014",35,,https://feedback.unity3d.com/suggestions/unity-4-dot-6-ui-buttons-can-have-non-rectangular-shapes
"Physically Based Atmospheric Scattering (Rayleigh, Mie)","Now that Unity is going down the Physically Based Shading route, it is time to upgrade the fog system. Rayleigh and Mie scattering e... ","Oct 31, 2014",35,,https://feedback.unity3d.com/suggestions/physically-based-atmospheric-scattering-rayleigh-mie-1
Expose Mecanim node name and hash tag,"Setting a trigger or checking a state by string is error prone, therefore we are using hash tag for function calling. The tag must b... ","Sep 24, 2014",35,,https://feedback.unity3d.com/suggestions/expose-mecanim-node-name-and-hash-tag
Background Build/Compile,"Currently, the Unity Editor is unusable between build process due to ""modal"" nature of progress window. So compile time = wasted dev... ","Aug 26, 2014",35,,https://feedback.unity3d.com/suggestions/background-build-slash-compile
Disable/Group/Hide warnings for Libs and Plugins,I would like to (at least temporarily) disable warnings for my scripts in the Libs and Plugins folders (+subfolders). Or hide or gro... ,"Feb 13, 2014",35,,https://feedback.unity3d.com/suggestions/disable-slash-group-slash-hide-warnings-for-libs-and-plugins
Give option to input custom resolutions for preview in game window (mobi...,"Hello,

We are developing a mobile game targeted to iOS devices, and some of our guys work on PCs - So they can not see how the game... ","Jun 30, 2013",35,,https://feedback.unity3d.com/suggestions/give-option-to-input-custom-reso
